chr	start	end	ATAC	CTCF	REST	EP300
chr15	19838800	19839000	U	U	U	U
chr15	19839800	19840000	U	U	U	U
chr15	19842200	19842400	U	U	U	U
chr15	19843000	19843200	U	U	U	U
chr15	19843200	19843400	U	U	U	U
chr15	19843400	19843600	U	U	U	U
chr15	19843600	19843800	U	U	U	U
chr15	19843800	19844000	U	U	U	U
chr15	19844000	19844200	U	U	U	U
chr15	19844200	19844400	U	U	U	U
chr15	19844800	19845000	U	U	U	U
chr15	19849200	19849400	U	U	U	U
chr15	19849400	19849600	U	U	U	U
chr15	19849600	19849800	U	U	U	U
chr15	19849800	19850000	U	U	U	U
chr15	19852000	19852200	U	U	U	U
chr15	19852200	19852400	U	U	U	U
chr15	19852400	19852600	U	U	U	U
chr15	19856400	19856600	U	U	U	U
chr15	19856600	19856800	U	U	U	U
chr15	19856800	19857000	U	U	U	U
chr15	19857400	19857600	U	U	U	U
chr15	19857600	19857800	U	U	U	U
chr15	19857800	19858000	U	U	U	U
chr15	19858000	19858200	U	U	U	U
chr15	19858200	19858400	U	U	U	U
chr15	19858400	19858600	U	U	U	U
chr15	19859000	19859200	U	U	U	U
chr15	19860200	19860400	U	U	U	U
chr15	19860400	19860600	U	U	U	U
chr15	19860600	19860800	U	U	U	U
chr15	19863200	19863400	U	U	U	U
chr15	19863400	19863600	U	U	U	U
chr15	19863600	19863800	U	U	U	U
chr15	19863800	19864000	U	U	U	U
chr15	19864000	19864200	U	U	U	U
chr15	19864400	19864600	U	U	U	U
chr15	19865000	19865200	U	U	U	U
chr15	19867200	19867400	U	U	U	U
chr15	19867400	19867600	U	U	U	U
chr15	19867600	19867800	U	U	U	U
chr15	19867800	19868000	U	U	U	U
chr15	19868000	19868200	U	U	U	U
chr15	19878400	19878600	U	U	U	U
chr15	19878600	19878800	U	U	U	U
chr15	19878800	19879000	U	U	U	U
chr15	19879000	19879200	U	U	U	U
chr15	19879600	19879800	U	U	U	U
chr15	19879800	19880000	U	U	U	U
chr15	19880400	19880600	U	U	U	U
chr15	19880600	19880800	U	U	U	U
chr15	19881000	19881200	U	U	U	U
chr15	19881200	19881400	U	U	U	U
chr15	19881400	19881600	U	U	U	U
chr15	19882000	19882200	U	U	U	U
chr15	19882200	19882400	U	U	U	U
chr15	19883200	19883400	U	U	U	U
chr15	19883400	19883600	U	U	U	U
chr15	19883800	19884000	U	U	U	U
chr15	19884000	19884200	U	U	U	U
chr15	19884800	19885000	U	U	U	U
chr15	19885000	19885200	U	U	U	U
chr15	19885200	19885400	U	U	U	U
chr15	19885400	19885600	U	U	U	U
