chr	start	end	ATAC	CTCF	REST	EP300
chr11	60000	60200	U	U	U	U
chr11	60200	60400	U	U	U	U
chr11	60400	60600	U	U	U	U
chr11	60600	60800	U	U	U	U
chr11	71800	72000	U	U	U	U
chr11	75800	76000	U	U	U	U
chr11	76000	76200	U	U	U	U
chr11	76200	76400	U	U	U	U
chr11	76400	76600	U	U	U	U
chr11	76600	76800	U	U	U	U
chr11	83400	83600	U	U	U	U
chr11	83800	84000	U	U	U	U
chr11	86600	86800	U	U	U	U
chr11	86800	87000	U	U	U	U
chr11	87000	87200	U	U	U	U
chr11	87200	87400	U	U	U	U
chr11	87400	87600	U	U	U	U
chr11	87600	87800	U	U	U	U
chr11	87800	88000	U	U	U	U
chr11	88000	88200	U	U	U	U
chr11	88200	88400	U	U	U	U
chr11	88400	88600	U	U	U	U
chr11	88600	88800	U	U	U	U
chr11	88800	89000	U	U	U	U
chr11	89000	89200	U	U	U	U
chr11	89200	89400	U	U	U	U
chr11	89600	89800	U	U	U	U
chr11	89800	90000	U	U	U	U
chr11	90000	90200	U	U	U	U
chr11	90200	90400	U	U	U	U
chr11	90400	90600	U	U	U	U
chr11	90600	90800	U	U	U	U
chr11	91200	91400	U	U	U	U
chr11	92200	92400	U	U	U	U
chr11	92400	92600	U	U	U	U
chr11	92600	92800	U	U	U	U
chr11	92800	93000	U	U	U	U
chr11	93200	93400	U	U	U	U
chr11	93400	93600	U	U	U	U
chr11	94000	94200	U	U	U	U
chr11	94800	95000	U	U	U	U
chr11	95000	95200	U	U	U	U
chr11	95200	95400	U	U	U	U
chr11	95400	95600	U	U	U	U
chr11	95600	95800	U	U	U	U
chr11	96200	96400	U	U	U	U
chr11	96400	96600	U	U	U	U
chr11	96600	96800	U	U	U	U
chr11	96800	97000	U	U	U	U
chr11	103800	104000	U	U	U	U
chr11	105200	105400	U	U	U	U
chr11	105400	105600	U	U	U	U
chr11	105600	105800	U	U	U	U
chr11	107000	107200	U	U	U	U
chr11	108400	108600	U	U	U	U
chr11	110400	110600	U	U	U	U
chr11	111400	111600	U	U	U	U
chr11	112400	112600	U	U	U	U
chr11	112600	112800	U	U	U	U
chr11	112800	113000	U	U	U	U
chr11	113000	113200	U	U	U	U
chr11	114000	114200	U	U	U	U
chr11	114200	114400	U	U	U	U
chr11	114400	114600	U	U	U	U
chr11	114600	114800	U	U	U	U
chr11	114800	115000	U	U	U	U
chr11	115000	115200	U	U	U	U
chr11	115600	115800	U	U	U	U
chr11	117200	117400	U	U	U	U
chr11	117400	117600	U	U	U	U
chr11	117600	117800	U	U	U	U
chr11	119200	119400	U	U	U	U
chr11	119400	119600	U	U	U	U
chr11	120400	120600	U	U	U	U
chr11	123200	123400	U	U	U	U
chr11	123400	123600	U	U	U	U
chr11	123600	123800	U	U	U	U
chr11	123800	124000	U	U	U	U
chr11	124000	124200	U	U	U	U
chr11	124200	124400	U	U	U	U
chr11	124400	124600	U	U	U	U
chr11	124600	124800	U	U	U	U
chr11	124800	125000	U	U	U	U
chr11	125000	125200	U	U	U	U
chr11	125200	125400	U	U	U	U
chr11	125400	125600	U	U	U	U
chr11	125600	125800	U	U	U	U
chr11	126600	126800	U	U	U	U
chr11	126800	127000	U	U	U	U
chr11	127000	127200	U	U	U	U
chr11	127200	127400	U	U	U	U
chr11	127400	127600	U	U	U	U
chr11	127600	127800	U	U	U	U
chr11	127800	128000	U	U	U	U
chr11	128000	128200	U	U	U	U
chr11	128200	128400	U	U	U	U
chr11	129200	129400	U	U	U	U
chr11	129400	129600	U	U	U	U
chr11	129600	129800	U	U	U	U
chr11	130000	130200	U	U	U	U
chr11	130200	130400	U	U	U	U
chr11	130400	130600	U	U	U	U
chr11	130600	130800	U	U	U	U
chr11	130800	131000	U	U	U	U
chr11	134000	134200	U	U	U	U
chr11	134600	134800	U	U	U	U
chr11	138000	138200	U	U	U	U
chr11	139000	139200	U	U	U	U
chr11	140400	140600	U	U	U	U
chr11	141600	141800	U	U	U	U
chr11	153600	153800	U	U	U	U
chr11	155000	155200	U	U	U	U
chr11	155200	155400	U	U	U	U
chr11	155400	155600	U	U	U	U
chr11	155600	155800	U	U	U	U
chr11	155800	156000	U	U	U	U
chr11	156000	156200	U	U	U	U
chr11	156200	156400	U	U	U	U
chr11	158000	158200	U	U	U	U
