chr	start	end	ATAC	CTCF	REST	EP300
chr1	11800	12000	U	U	U	U
chr1	12000	12200	U	U	U	U
chr1	12200	12400	U	U	U	U
chr1	12400	12600	U	U	U	U
chr1	12600	12800	U	U	U	U
chr1	12800	13000	U	U	U	U
chr1	13000	13200	U	U	U	U
chr1	13200	13400	U	U	U	U
chr1	13400	13600	U	U	U	U
chr1	13600	13800	U	U	U	U
chr1	13800	14000	U	U	U	U
chr1	14000	14200	U	U	U	U
chr1	14200	14400	U	U	U	U
chr1	14400	14600	U	U	U	U
chr1	14600	14800	U	U	U	U
chr1	14800	15000	U	U	U	U
chr1	15000	15200	U	U	U	U
chr1	15400	15600	U	U	U	U
chr1	16000	16200	U	U	U	U
chr1	16200	16400	U	U	U	U
chr1	16400	16600	U	U	U	U
chr1	16800	17000	U	U	U	U
chr1	17000	17200	U	U	U	U
chr1	17200	17400	U	U	U	U
chr1	17400	17600	U	U	U	U
chr1	17600	17800	U	U	U	U
chr1	17800	18000	U	U	U	U
chr1	18000	18200	U	U	U	U
chr1	18200	18400	U	U	U	U
chr1	18400	18600	U	U	U	U
chr1	18600	18800	U	U	U	U
chr1	19600	19800	U	U	U	U
chr1	21000	21200	U	U	U	U
chr1	21200	21400	U	U	U	U
chr1	21400	21600	U	U	U	U
chr1	21600	21800	U	U	U	U
chr1	22200	22400	U	U	U	U
chr1	22400	22600	U	U	U	U
chr1	22600	22800	U	U	U	U
chr1	22800	23000	U	U	U	U
chr1	23400	23600	U	U	U	U
chr1	23600	23800	U	U	U	U
chr1	24600	24800	U	U	U	U
chr1	24800	25000	U	U	U	U
chr1	25000	25200	U	U	U	U
chr1	25200	25400	U	U	U	U
chr1	25400	25600	U	U	U	U
chr1	25600	25800	U	U	U	U
chr1	25800	26000	U	U	U	U
chr1	26000	26200	U	U	U	U
chr1	27600	27800	U	U	U	U
chr1	28400	28600	U	U	U	U
chr1	28600	28800	U	U	U	U
chr1	28800	29000	U	U	U	U
chr1	29000	29200	U	U	U	U
chr1	29200	29400	U	U	U	U
chr1	29400	29600	U	U	U	U
chr1	31800	32000	U	U	U	U
chr1	32000	32200	U	U	U	U
chr1	32200	32400	U	U	U	U
chr1	32400	32600	U	U	U	U
