chr	start	end	ATAC	CTCF	REST	EP300
chr12	12000	12200	U	U	U	U
chr12	12200	12400	U	U	U	U
chr12	12400	12600	U	U	U	U
chr12	12600	12800	U	U	U	U
chr12	12800	13000	U	U	U	U
chr12	13000	13200	U	U	U	U
chr12	13200	13400	U	U	U	U
chr12	13400	13600	U	U	U	U
chr12	13600	13800	U	U	U	U
chr12	13800	14000	U	U	U	U
chr12	14000	14200	U	U	U	U
chr12	14200	14400	U	U	U	U
chr12	14400	14600	U	U	U	U
chr12	14600	14800	U	U	U	U
chr12	14800	15000	U	U	U	U
chr12	15000	15200	U	U	U	U
chr12	15600	15800	U	U	U	U
chr12	16000	16200	U	U	U	U
chr12	16200	16400	U	U	U	U
chr12	16400	16600	U	U	U	U
chr12	16600	16800	U	U	U	U
chr12	17000	17200	U	U	U	U
chr12	17200	17400	U	U	U	U
chr12	17400	17600	U	U	U	U
chr12	17600	17800	U	U	U	U
chr12	17800	18000	U	U	U	U
chr12	18000	18200	U	U	U	U
chr12	18200	18400	U	U	U	U
chr12	18400	18600	U	U	U	U
chr12	18600	18800	U	U	U	U
chr12	18800	19000	U	U	U	U
chr12	19200	19400	U	U	U	U
chr12	19400	19600	U	U	U	U
chr12	19600	19800	U	U	U	U
chr12	19800	20000	U	U	U	U
chr12	21400	21600	B	U	U	U
chr12	21600	21800	B	U	U	U
chr12	21800	22000	B	U	U	U
chr12	22600	22800	U	U	U	U
chr12	22800	23000	U	U	U	U
chr12	23000	23200	U	U	U	U
chr12	23200	23400	U	U	U	U
chr12	23400	23600	U	U	U	U
chr12	23600	23800	U	U	U	U
chr12	23800	24000	U	U	U	U
chr12	24000	24200	U	U	U	U
chr12	24200	24400	U	U	U	U
chr12	24400	24600	U	U	U	U
chr12	24600	24800	U	U	U	U
chr12	24800	25000	U	U	U	U
chr12	25600	25800	U	U	U	U
chr12	26600	26800	U	U	U	U
chr12	26800	27000	U	U	U	U
chr12	27000	27200	U	U	U	U
chr12	27200	27400	U	U	U	U
chr12	27400	27600	U	U	U	U
chr12	27600	27800	U	U	U	U
chr12	27800	28000	U	U	U	U
chr12	28000	28200	U	U	U	U
chr12	28200	28400	U	U	U	U
chr12	29600	29800	U	U	U	U
chr12	30400	30600	U	U	U	U
chr12	30600	30800	U	U	U	U
chr12	30800	31000	U	U	U	U
chr12	31000	31200	U	U	U	U
chr12	31200	31400	U	U	U	U
chr12	31400	31600	U	U	U	U
chr12	34000	34200	U	U	U	U
chr12	34200	34400	U	U	U	U
chr12	34400	34600	U	U	U	U
chr12	34600	34800	U	U	U	U
chr12	37000	37200	U	U	U	U
chr12	37800	38000	U	U	U	U
chr12	38000	38200	U	U	U	U
chr12	38200	38400	U	U	U	U
chr12	38400	38600	U	U	U	U
chr12	38600	38800	U	U	U	U
chr12	38800	39000	U	U	U	U
chr12	45200	45400	U	U	U	U
chr12	46000	46200	U	U	U	U
chr12	47600	47800	U	U	U	U
chr12	47800	48000	U	U	U	U
chr12	52000	52200	U	U	U	U
chr12	55000	55200	U	U	U	U
chr12	64600	64800	U	U	U	U
chr12	64800	65000	U	U	U	U
chr12	66200	66400	B	U	U	U
chr12	66400	66600	B	U	U	U
chr12	67200	67400	B	U	U	U
chr12	67400	67600	B	U	U	U
chr12	67600	67800	U	U	U	U
chr12	67800	68000	U	U	U	U
chr12	68000	68200	U	U	U	U
chr12	68200	68400	U	U	U	U
chr12	68400	68600	U	U	U	U
chr12	68600	68800	U	U	U	U
chr12	68800	69000	U	U	U	U
chr12	69000	69200	U	U	U	U
chr12	69200	69400	U	U	U	U
chr12	69400	69600	U	U	U	U
chr12	69600	69800	U	U	U	U
chr12	70000	70200	U	U	U	U
chr12	70200	70400	U	U	U	U
chr12	70400	70600	U	U	U	U
chr12	70600	70800	U	U	U	U
chr12	70800	71000	U	U	U	U
chr12	71000	71200	U	U	U	U
chr12	71200	71400	U	U	U	U
chr12	71400	71600	U	U	U	U
chr12	71600	71800	U	U	U	U
chr12	71800	72000	U	U	U	U
chr12	72000	72200	U	U	U	U
chr12	72200	72400	U	U	U	U
chr12	72400	72600	U	U	U	U
chr12	74400	74600	U	U	U	U
chr12	75400	75600	U	U	U	U
chr12	75600	75800	U	U	U	U
chr12	75800	76000	U	U	U	U
chr12	76200	76400	U	U	U	U
chr12	76400	76600	U	U	U	U
chr12	76600	76800	U	U	U	U
chr12	76800	77000	U	U	U	U
chr12	77000	77200	B	U	U	U
chr12	77600	77800	B	U	U	U
chr12	77800	78000	B	U	U	U
chr12	78200	78400	B	U	U	U
chr12	78400	78600	B	U	U	U
chr12	80200	80400	U	U	U	U
chr12	82800	83000	U	U	U	U
chr12	83000	83200	U	U	U	U
chr12	84200	84400	U	U	U	U
chr12	84600	84800	U	U	U	U
chr12	84800	85000	U	U	U	U
chr12	85000	85200	U	U	U	U
chr12	85200	85400	U	U	U	U
chr12	85400	85600	U	U	U	U
chr12	88000	88200	U	U	U	U
chr12	88200	88400	U	U	U	U
chr12	88400	88600	U	U	U	U
chr12	88600	88800	U	U	U	U
chr12	88800	89000	U	U	U	U
chr12	89000	89200	U	U	U	U
chr12	89200	89400	U	U	U	U
chr12	90800	91000	U	U	U	U
chr12	91000	91200	U	U	U	U
chr12	91200	91400	U	U	U	U
chr12	92000	92200	U	U	U	U
chr12	92800	93000	U	U	U	U
chr12	93200	93400	U	U	U	U
chr12	93400	93600	U	U	U	U
chr12	94400	94600	U	U	U	U
chr12	94600	94800	U	U	U	U
chr12	94800	95000	U	U	U	U
chr12	95400	95600	U	U	U	U
chr12	99000	99200	U	U	U	U
chr12	99400	99600	U	U	U	U
chr12	99600	99800	U	U	U	U
chr12	100400	100600	U	U	U	U
chr12	101200	101400	U	U	U	U
chr12	101400	101600	U	U	U	U
chr12	101800	102000	B	U	U	U
chr12	102400	102600	B	U	U	U
chr12	102600	102800	B	U	U	U
chr12	102800	103000	B	U	U	U
chr12	103000	103200	B	U	U	U
chr12	104600	104800	U	U	U	U
chr12	104800	105000	U	U	U	U
chr12	105000	105200	U	U	U	U
chr12	105200	105400	U	U	U	U
chr12	105400	105600	U	U	U	U
chr12	105600	105800	U	U	U	U
chr12	105800	106000	U	U	U	U
chr12	106400	106600	U	U	U	U
chr12	106600	106800	U	U	U	U
chr12	106800	107000	U	U	U	U
chr12	108800	109000	U	U	U	U
chr12	109600	109800	U	U	U	U
chr12	113000	113200	U	U	U	U
chr12	114200	114400	U	U	U	U
chr12	114400	114600	U	U	U	U
chr12	114600	114800	U	U	U	U
chr12	115200	115400	U	U	U	U
chr12	115800	116000	U	U	U	U
chr12	116400	116600	U	U	U	U
chr12	117200	117400	U	U	U	U
chr12	117400	117600	U	U	U	U
chr12	117600	117800	U	U	U	U
chr12	117800	118000	U	U	U	U
chr12	118200	118400	U	U	U	U
chr12	118400	118600	U	U	U	U
chr12	118600	118800	U	U	U	U
chr12	119200	119400	U	U	U	U
chr12	120600	120800	U	U	U	U
chr12	120800	121000	U	U	U	U
chr12	121000	121200	U	U	U	U
chr12	121200	121400	U	U	U	U
chr12	121400	121600	U	U	U	U
chr12	121600	121800	U	U	B	U
chr12	123600	123800	U	U	U	U
chr12	125600	125800	U	U	U	U
chr12	125800	126000	U	U	U	U
chr12	126000	126200	U	U	U	U
chr12	126200	126400	U	U	U	U
chr12	129200	129400	U	U	U	U
chr12	129400	129600	U	U	U	U
chr12	129600	129800	U	U	U	U
chr12	130600	130800	U	U	U	U
chr12	131200	131400	U	U	U	U
chr12	131400	131600	U	U	U	U
chr12	131800	132000	U	U	U	U
chr12	132000	132200	U	U	U	U
chr12	132200	132400	U	U	U	U
chr12	132400	132600	U	U	U	U
chr12	132600	132800	U	U	U	U
chr12	133200	133400	B	U	U	U
chr12	135200	135400	U	U	U	U
chr12	136200	136400	U	U	U	U
chr12	136800	137000	U	U	U	U
chr12	138000	138200	U	U	U	U
chr12	138200	138400	U	U	U	U
chr12	138400	138600	U	U	U	U
chr12	138600	138800	U	U	U	U
chr12	138800	139000	U	U	U	U
chr12	139800	140000	U	U	U	U
chr12	140800	141000	U	U	U	U
chr12	141000	141200	U	U	U	U
chr12	141200	141400	U	U	U	U
chr12	141800	142000	U	U	U	U
chr12	142000	142200	U	U	U	U
chr12	142800	143000	U	U	U	U
chr12	144000	144200	U	U	U	U
chr12	144200	144400	U	B	U	U
chr12	144600	144800	U	U	U	U
chr12	145600	145800	U	U	U	U
chr12	145800	146000	U	U	U	U
chr12	146000	146200	U	U	U	U
chr12	146800	147000	U	U	U	U
chr12	147000	147200	U	U	U	U
chr12	148400	148600	U	U	U	U
chr12	148600	148800	U	U	U	U
chr12	148800	149000	U	U	U	U
chr12	149000	149200	U	U	U	U
chr12	149200	149400	U	U	U	U
chr12	150200	150400	U	U	U	U
chr12	152200	152400	U	U	U	U
chr12	152400	152600	U	U	U	U
chr12	153000	153200	B	U	U	U
chr12	153200	153400	B	B	B	U
chr12	153600	153800	B	U	U	U
chr12	154200	154400	U	U	U	U
chr12	154400	154600	U	U	U	U
chr12	154600	154800	U	U	U	U
chr12	154800	155000	U	U	U	U
chr12	155000	155200	U	U	U	U
chr12	155200	155400	U	U	U	U
chr12	155400	155600	U	U	U	U
chr12	155600	155800	U	U	U	U
chr12	155800	156000	U	U	U	U
chr12	156000	156200	U	U	U	U
chr12	157000	157200	U	U	U	U
chr12	157200	157400	U	U	U	U
chr12	157400	157600	U	U	U	U
chr12	157600	157800	U	U	U	U
chr12	157800	158000	U	U	U	U
chr12	158000	158200	U	U	U	U
chr12	161000	161200	U	U	U	U
chr12	161200	161400	U	U	U	U
chr12	161400	161600	U	U	U	U
chr12	161600	161800	U	U	U	U
chr12	162400	162600	U	U	U	U
chr12	162600	162800	U	U	U	U
chr12	162800	163000	U	U	U	U
chr12	165600	165800	U	U	U	U
chr12	165800	166000	U	U	U	U
chr12	166000	166200	U	U	U	U
chr12	167000	167200	U	U	U	U
chr12	167200	167400	U	U	U	U
chr12	169000	169200	U	U	U	U
chr12	169200	169400	U	U	U	U
chr12	169400	169600	U	U	U	U
chr12	169600	169800	U	U	U	U
chr12	169800	170000	U	U	U	U
chr12	170000	170200	U	U	U	U
chr12	170200	170400	U	U	U	U
chr12	170400	170600	U	U	U	U
chr12	171000	171200	U	U	U	U
chr12	171200	171400	U	U	U	U
chr12	171400	171600	U	U	U	U
chr12	171600	171800	U	U	U	U
chr12	171800	172000	U	U	U	U
chr12	172000	172200	U	U	U	U
chr12	172600	172800	U	U	U	U
chr12	172800	173000	U	U	U	U
chr12	173000	173200	U	U	U	U
chr12	173200	173400	U	U	U	U
chr12	173400	173600	U	U	U	U
chr12	173600	173800	U	U	U	U
chr12	173800	174000	U	U	U	U
chr12	174000	174200	U	U	U	U
chr12	174400	174600	U	U	U	U
chr12	174600	174800	U	U	U	U
chr12	175000	175200	U	U	U	U
chr12	175200	175400	U	U	U	U
chr12	175400	175600	U	U	U	U
chr12	175600	175800	U	U	U	U
chr12	176200	176400	U	U	U	U
chr12	176400	176600	U	U	U	U
chr12	176800	177000	U	U	U	U
chr12	177400	177600	U	U	U	U
chr12	177600	177800	U	B	U	U
chr12	177800	178000	U	B	U	U
chr12	178200	178400	U	U	U	U
chr12	178400	178600	U	U	U	U
chr12	178600	178800	U	U	U	U
chr12	178800	179000	U	U	U	U
chr12	180200	180400	U	U	U	U
chr12	180400	180600	U	U	U	U
chr12	180600	180800	U	U	U	U
chr12	181600	181800	U	U	U	U
chr12	181800	182000	U	U	U	U
chr12	182000	182200	U	U	U	U
chr12	182200	182400	U	U	U	U
chr12	182400	182600	U	U	U	U
chr12	182600	182800	U	U	U	U
chr12	185200	185400	U	U	U	U
chr12	185400	185600	U	U	U	U
chr12	185600	185800	U	U	U	U
chr12	185800	186000	U	U	U	U
chr12	186000	186200	U	U	U	U
chr12	186800	187000	U	U	U	U
chr12	187000	187200	U	U	U	U
chr12	189000	189200	B	B	B	U
chr12	189200	189400	B	B	B	U
chr12	189400	189600	B	B	U	U
chr12	189600	189800	U	U	U	U
chr12	189800	190000	U	U	U	U
chr12	190400	190600	U	U	U	U
chr12	190600	190800	U	U	U	U
chr12	190800	191000	U	U	U	U
chr12	191000	191200	U	U	U	U
chr12	191200	191400	U	U	U	U
chr12	192000	192200	U	U	U	U
chr12	192200	192400	U	U	U	U
chr12	192400	192600	U	U	U	U
chr12	192600	192800	U	U	U	U
chr12	193000	193200	U	U	U	U
chr12	193200	193400	U	U	U	U
chr12	193400	193600	U	U	U	U
chr12	193600	193800	U	U	U	U
chr12	193800	194000	U	U	U	U
chr12	194200	194400	U	U	U	U
chr12	195000	195200	U	U	U	U
chr12	195400	195600	U	U	U	U
chr12	196200	196400	U	U	U	U
chr12	196400	196600	U	U	U	U
chr12	196600	196800	U	U	U	U
chr12	196800	197000	U	U	U	U
chr12	197400	197600	U	U	U	U
chr12	197600	197800	U	U	U	U
chr12	198000	198200	U	U	U	U
chr12	198200	198400	U	U	U	U
chr12	198800	199000	U	U	U	U
chr12	199400	199600	U	B	U	U
chr12	200600	200800	U	U	U	U
chr12	200800	201000	U	U	U	U
chr12	201000	201200	U	U	U	U
chr12	201600	201800	U	U	U	U
chr12	201800	202000	U	U	U	U
chr12	202600	202800	U	U	U	U
chr12	202800	203000	U	U	U	U
chr12	203400	203600	U	U	U	U
chr12	204000	204200	U	U	U	U
chr12	204200	204400	U	U	U	U
chr12	204400	204600	U	U	U	U
chr12	204800	205000	U	U	U	U
chr12	205000	205200	U	U	U	U
chr12	206600	206800	U	U	U	U
chr12	206800	207000	U	U	U	U
chr12	207000	207200	U	U	U	U
chr12	208000	208200	U	U	U	U
chr12	208200	208400	U	U	U	U
chr12	209800	210000	U	U	U	U
chr12	210400	210600	U	U	U	U
chr12	210600	210800	U	U	U	U
chr12	210800	211000	U	U	U	U
chr12	211000	211200	U	U	U	U
chr12	211200	211400	U	U	U	U
chr12	211400	211600	U	U	U	U
chr12	211600	211800	U	U	U	U
chr12	212200	212400	U	U	U	U
chr12	212400	212600	U	U	U	U
chr12	212800	213000	U	U	U	U
chr12	213000	213200	U	U	U	U
chr12	213200	213400	U	U	U	U
chr12	213400	213600	U	U	U	U
chr12	213600	213800	U	U	U	U
chr12	213800	214000	U	U	U	U
chr12	214000	214200	U	U	U	U
chr12	214200	214400	U	U	U	U
chr12	215000	215200	U	U	U	U
chr12	215200	215400	U	U	U	U
chr12	215400	215600	U	U	U	U
chr12	215600	215800	U	U	U	U
chr12	218400	218600	U	U	U	U
chr12	218600	218800	U	U	U	U
chr12	219200	219400	U	U	U	U
chr12	219400	219600	U	U	U	U
chr12	219600	219800	B	U	U	U
chr12	219800	220000	B	B	B	U
chr12	220000	220200	B	B	B	U
chr12	220200	220400	B	U	U	U
chr12	220400	220600	U	U	U	U
chr12	220600	220800	U	U	U	U
chr12	220800	221000	U	U	U	U
chr12	221000	221200	U	U	U	U
chr12	221200	221400	U	U	U	U
chr12	221400	221600	U	U	U	U
chr12	221600	221800	U	U	U	U
chr12	223000	223200	U	U	U	U
chr12	223200	223400	U	U	U	U
chr12	223400	223600	U	U	U	U
chr12	223600	223800	U	U	U	U
chr12	223800	224000	U	U	U	U
chr12	224000	224200	U	U	U	U
chr12	224200	224400	U	U	U	U
chr12	224400	224600	U	U	U	U
chr12	224600	224800	U	U	U	U
chr12	224800	225000	U	U	U	U
chr12	225000	225200	U	U	U	U
chr12	226400	226600	B	B	U	U
chr12	226600	226800	B	B	U	U
chr12	227400	227600	U	U	U	U
chr12	227600	227800	U	U	U	U
chr12	227800	228000	U	U	U	U
chr12	228000	228200	U	U	U	U
chr12	228200	228400	U	U	U	U
chr12	228400	228600	U	U	U	U
chr12	229000	229200	U	U	U	U
chr12	229200	229400	U	U	U	U
chr12	229400	229600	U	U	U	U
chr12	229600	229800	U	U	U	U
chr12	229800	230000	U	U	U	U
chr12	230000	230200	U	U	U	U
chr12	231000	231200	U	U	U	U
chr12	231200	231400	U	U	U	U
chr12	231400	231600	U	U	U	U
chr12	232400	232600	U	U	U	U
chr12	232600	232800	U	U	U	U
chr12	232800	233000	U	U	U	U
chr12	233000	233200	U	U	U	U
chr12	233200	233400	U	U	U	U
chr12	233400	233600	U	U	U	U
chr12	233600	233800	U	U	U	U
chr12	235000	235200	U	U	U	U
chr12	236800	237000	U	U	U	U
chr12	237000	237200	U	U	U	U
chr12	237200	237400	U	U	U	U
chr12	237600	237800	U	U	U	U
chr12	237800	238000	U	U	U	U
chr12	238000	238200	U	U	U	U
chr12	239800	240000	U	U	U	U
chr12	242400	242600	U	U	U	U
chr12	243400	243600	U	U	U	U
chr12	243600	243800	U	U	U	U
chr12	243800	244000	U	U	U	U
chr12	244000	244200	U	U	U	U
chr12	252600	252800	U	U	U	U
chr12	252800	253000	U	U	U	U
chr12	253000	253200	U	U	U	U
chr12	253200	253400	U	U	U	U
chr12	253400	253600	U	U	U	U
chr12	253600	253800	U	U	U	U
chr12	253800	254000	U	U	U	U
chr12	254000	254200	U	B	U	U
chr12	256400	256600	U	U	U	U
chr12	256600	256800	U	U	U	U
chr12	256800	257000	U	U	U	U
chr12	257000	257200	U	U	U	U
chr12	257200	257400	U	U	U	U
chr12	257400	257600	U	U	U	U
chr12	257600	257800	U	U	U	U
chr12	257800	258000	U	U	U	U
chr12	258000	258200	U	U	U	U
chr12	258200	258400	U	U	U	U
chr12	258400	258600	U	U	U	U
chr12	258600	258800	U	U	U	U
chr12	259800	260000	U	U	U	U
chr12	260000	260200	U	U	U	U
chr12	260200	260400	U	U	U	U
chr12	260800	261000	U	U	U	U
chr12	262000	262200	U	U	U	U
chr12	263000	263200	U	U	U	U
chr12	264000	264200	U	U	U	U
chr12	264800	265000	U	U	U	U
chr12	265000	265200	U	U	U	U
chr12	267400	267600	U	U	U	U
chr12	267600	267800	U	U	U	U
chr12	267800	268000	U	U	U	U
chr12	268800	269000	U	U	U	U
chr12	270000	270200	U	U	U	U
chr12	271000	271200	U	U	U	U
chr12	271200	271400	U	U	U	U
chr12	271400	271600	U	U	U	U
chr12	271600	271800	U	U	U	U
chr12	271800	272000	U	U	U	U
chr12	272000	272200	U	U	U	U
chr12	272200	272400	U	U	U	U
chr12	272400	272600	U	U	U	U
