chr	start	end	ATAC	CTCF	REST	EP300
chr2	13400	13600	U	U	U	U
chr2	13600	13800	U	U	U	U
chr2	14400	14600	U	U	U	U
chr2	14600	14800	U	U	U	U
chr2	15800	16000	U	U	U	U
chr2	16000	16200	U	U	U	U
chr2	16600	16800	U	U	U	U
chr2	16800	17000	U	U	U	U
chr2	17000	17200	U	U	U	U
chr2	17200	17400	U	U	U	U
chr2	17600	17800	U	U	U	U
chr2	18200	18400	U	U	U	U
chr2	18400	18600	U	U	U	U
chr2	18600	18800	B	B	U	U
chr2	18800	19000	B	B	U	U
chr2	19000	19200	B	U	U	U
chr2	19200	19400	B	U	U	U
chr2	19400	19600	U	U	U	U
chr2	19600	19800	U	U	U	U
chr2	19800	20000	U	U	U	U
chr2	20000	20200	U	U	U	U
chr2	20200	20400	U	U	U	U
chr2	20400	20600	U	U	U	U
chr2	20600	20800	U	U	U	U
chr2	20800	21000	U	U	U	U
chr2	21000	21200	U	U	U	U
chr2	21400	21600	U	U	U	U
chr2	21600	21800	U	U	U	U
chr2	21800	22000	U	U	U	U
chr2	23400	23600	U	U	U	U
chr2	23600	23800	U	U	U	U
chr2	23800	24000	U	U	U	U
chr2	24000	24200	U	U	U	U
chr2	24200	24400	U	U	U	U
chr2	27200	27400	U	U	U	U
chr2	27400	27600	U	U	U	U
chr2	28200	28400	U	U	U	U
chr2	29200	29400	U	U	U	U
chr2	29400	29600	U	U	U	U
chr2	29600	29800	U	U	U	U
chr2	29800	30000	U	U	U	U
chr2	30400	30600	U	U	U	U
chr2	30600	30800	U	U	U	U
chr2	30800	31000	U	U	U	U
chr2	31000	31200	U	U	U	U
chr2	31400	31600	U	U	U	U
chr2	31600	31800	U	U	U	U
chr2	33400	33600	U	U	U	U
chr2	33600	33800	U	U	U	U
chr2	33800	34000	U	U	U	U
chr2	34000	34200	U	U	U	U
chr2	34200	34400	U	U	U	U
chr2	34400	34600	U	U	U	U
chr2	35800	36000	U	U	U	U
chr2	36000	36200	U	U	U	U
chr2	36200	36400	U	U	U	U
chr2	36400	36600	U	U	U	U
chr2	36800	37000	U	U	U	U
chr2	37600	37800	U	U	U	U
chr2	38400	38600	U	U	U	U
chr2	38600	38800	U	U	U	U
chr2	38800	39000	U	U	U	U
chr2	39000	39200	U	U	U	U
chr2	39600	39800	U	U	U	U
chr2	39800	40000	U	U	U	U
chr2	40000	40200	U	U	U	U
chr2	40200	40400	U	U	U	U
chr2	40400	40600	U	U	U	U
chr2	40600	40800	U	U	U	U
chr2	40800	41000	U	U	U	U
chr2	41000	41200	U	U	U	U
chr2	41200	41400	U	U	U	U
chr2	41400	41600	U	U	U	U
chr2	41600	41800	U	U	U	U
chr2	41800	42000	U	U	U	U
chr2	42000	42200	U	U	U	U
chr2	42200	42400	U	U	U	U
chr2	42400	42600	U	U	U	U
chr2	42600	42800	U	U	U	U
chr2	42800	43000	U	U	U	U
chr2	43000	43200	U	U	U	U
chr2	43200	43400	U	U	U	U
chr2	43400	43600	U	U	U	U
chr2	43600	43800	U	U	U	U
chr2	43800	44000	U	U	U	U
chr2	44000	44200	U	U	U	U
chr2	44200	44400	U	U	U	U
chr2	44400	44600	U	U	U	U
chr2	44600	44800	U	U	U	U
chr2	44800	45000	U	U	U	U
chr2	45000	45200	U	U	U	U
chr2	45200	45400	U	U	U	U
chr2	45400	45600	U	U	U	U
chr2	45600	45800	U	U	U	U
chr2	45800	46000	U	U	U	U
chr2	46000	46200	U	U	U	U
chr2	46200	46400	U	U	U	U
chr2	46400	46600	U	U	U	U
chr2	46800	47000	U	U	U	U
chr2	47000	47200	U	U	U	U
chr2	47200	47400	U	U	U	U
chr2	47400	47600	U	U	U	U
chr2	47600	47800	U	U	U	U
chr2	47800	48000	U	U	U	U
chr2	54000	54200	U	U	U	U
chr2	54200	54400	U	U	U	U
chr2	54400	54600	U	U	U	U
chr2	54600	54800	U	U	U	U
chr2	57000	57200	U	U	U	U
chr2	63000	63200	U	U	U	U
chr2	63200	63400	U	U	U	U
chr2	63400	63600	U	U	U	U
chr2	63600	63800	U	U	U	U
chr2	64000	64200	U	U	U	U
chr2	64200	64400	U	U	U	U
chr2	65000	65200	U	U	U	U
chr2	65200	65400	U	U	U	U
chr2	65400	65600	U	U	U	U
chr2	65600	65800	U	U	U	U
chr2	65800	66000	U	U	U	U
chr2	66000	66200	U	U	U	U
chr2	66200	66400	U	U	U	U
chr2	69600	69800	B	U	U	B
chr2	69800	70000	U	U	U	U
chr2	70000	70200	U	U	U	U
chr2	70200	70400	U	U	U	U
chr2	70600	70800	U	U	U	U
chr2	70800	71000	U	U	U	U
chr2	71800	72000	U	U	U	U
chr2	72600	72800	U	U	U	U
chr2	73200	73400	U	U	U	U
chr2	73400	73600	U	U	U	U
chr2	74400	74600	U	U	U	U
chr2	75200	75400	U	U	U	U
chr2	75400	75600	U	U	U	U
chr2	75600	75800	U	U	U	U
chr2	75800	76000	U	U	U	U
chr2	76000	76200	U	U	U	U
chr2	78800	79000	U	U	U	U
chr2	79000	79200	U	U	U	U
chr2	79200	79400	U	U	U	U
chr2	79400	79600	U	U	U	U
chr2	81400	81600	U	U	U	U
chr2	81600	81800	U	U	U	U
chr2	81800	82000	U	U	U	U
chr2	82000	82200	U	U	U	U
chr2	82200	82400	U	U	U	U
chr2	83200	83400	U	U	U	U
chr2	83400	83600	U	U	U	U
chr2	83600	83800	U	U	U	U
chr2	83800	84000	U	U	U	U
