chr	start	end	ATAC	CTCF	REST	EP300
chr9	12000	12200	U	U	U	U
chr9	12200	12400	U	U	U	U
chr9	12400	12600	U	U	U	U
chr9	12600	12800	U	U	U	U
chr9	12800	13000	U	U	U	U
chr9	13000	13200	U	U	U	U
chr9	13200	13400	U	U	U	U
chr9	13400	13600	U	U	U	U
chr9	13600	13800	U	U	U	U
chr9	13800	14000	U	U	U	U
chr9	14000	14200	U	U	U	U
chr9	14200	14400	U	U	U	U
chr9	14400	14600	U	U	U	U
chr9	14600	14800	U	U	U	U
chr9	14800	15000	U	U	U	U
chr9	15000	15200	U	U	U	U
chr9	15600	15800	U	U	U	U
chr9	16000	16200	U	U	U	U
chr9	16200	16400	U	U	U	U
chr9	16400	16600	U	U	U	U
chr9	16600	16800	U	U	U	U
chr9	17000	17200	U	U	U	U
chr9	17200	17400	U	U	U	U
chr9	17400	17600	U	U	U	U
chr9	17600	17800	U	U	U	U
chr9	17800	18000	U	U	U	U
chr9	18000	18200	U	U	U	U
chr9	18200	18400	U	U	U	U
chr9	18400	18600	U	U	U	U
chr9	18600	18800	U	U	U	U
chr9	18800	19000	U	U	U	U
chr9	19200	19400	U	U	U	U
chr9	19600	19800	U	U	U	U
chr9	19800	20000	U	U	U	U
chr9	21000	21200	U	U	U	U
chr9	21200	21400	U	U	U	U
chr9	21400	21600	U	U	U	U
chr9	21600	21800	U	U	U	U
chr9	21800	22000	U	U	U	U
chr9	22200	22400	U	U	U	U
chr9	22400	22600	U	U	U	U
chr9	22600	22800	U	U	U	U
chr9	22800	23000	U	U	U	U
chr9	23000	23200	U	U	U	U
chr9	23600	23800	U	U	U	U
chr9	24600	24800	U	U	U	U
chr9	24800	25000	U	U	U	U
chr9	25000	25200	U	U	U	U
chr9	25200	25400	U	U	U	U
chr9	25400	25600	U	U	U	U
chr9	25600	25800	U	U	U	U
chr9	25800	26000	U	U	U	U
chr9	26000	26200	U	U	U	U
chr9	26200	26400	U	U	U	U
chr9	28600	28800	U	U	U	U
chr9	28800	29000	U	U	U	U
chr9	29000	29200	U	U	U	U
chr9	29200	29400	U	U	U	U
chr9	31600	31800	U	U	U	U
chr9	31800	32000	U	U	U	U
chr9	32000	32200	U	U	U	U
chr9	32200	32400	U	U	U	U
chr9	32400	32600	U	U	U	U
chr9	34000	34200	U	U	U	U
chr9	35400	35600	U	U	U	U
chr9	35600	35800	U	U	U	U
chr9	35800	36000	U	U	U	U
chr9	36000	36200	U	U	U	U
chr9	36200	36400	U	U	U	U
chr9	36400	36600	U	U	U	U
chr9	36600	36800	U	U	U	U
chr9	40800	41000	U	U	U	U
chr9	41200	41400	U	U	U	U
chr9	41400	41600	U	U	U	U
chr9	43000	43200	U	U	U	U
chr9	43200	43400	U	U	U	U
chr9	47200	47400	U	U	U	U
chr9	47400	47600	U	U	U	U
chr9	52600	52800	U	U	U	U
chr9	52800	53000	U	U	U	U
chr9	53000	53200	U	U	U	U
chr9	59400	59600	U	U	U	U
chr9	60000	60200	U	U	U	U
chr9	60200	60400	U	U	U	U
chr9	60400	60600	U	U	U	U
chr9	60600	60800	U	U	U	U
chr9	60800	61000	U	U	U	U
chr9	61200	61400	U	U	U	U
chr9	62000	62200	U	U	U	U
chr9	62200	62400	U	U	U	U
chr9	62800	63000	B	U	U	U
chr9	63000	63200	B	U	U	U
chr9	63200	63400	B	U	U	U
chr9	64800	65000	U	U	U	U
chr9	65000	65200	U	U	U	U
chr9	65200	65400	U	U	U	U
chr9	65400	65600	U	U	U	U
chr9	65600	65800	U	U	U	U
chr9	66000	66200	U	U	U	U
chr9	66200	66400	U	U	U	U
chr9	66400	66600	U	U	U	U
chr9	67800	68000	U	U	U	U
