chr	start	end	ATAC	CTCF	REST	EP300
chr14	18280400	18280600	U	U	U	U
chr14	18281400	18281600	U	U	U	U
chr14	18281600	18281800	U	U	U	U
chr14	18283200	18283400	U	U	U	U
chr14	18291200	18291400	U	U	U	U
chr14	18291400	18291600	U	U	U	U
chr14	18291600	18291800	U	U	U	U
chr14	18291800	18292000	U	U	U	U
chr14	18292000	18292200	U	U	U	U
chr14	18297000	18297200	U	U	U	U
chr14	18297200	18297400	U	U	U	U
chr14	18297400	18297600	U	U	U	U
chr14	18297600	18297800	U	U	U	U
chr14	18299800	18300000	U	U	U	U
chr14	18300000	18300200	U	U	U	U
chr14	18300200	18300400	U	U	U	U
chr14	18304200	18304400	U	U	U	U
chr14	18304400	18304600	U	U	U	U
chr14	18304600	18304800	U	U	U	U
chr14	18305200	18305400	U	U	U	U
chr14	18305400	18305600	U	U	U	U
chr14	18305600	18305800	U	U	U	U
chr14	18305800	18306000	U	U	U	U
chr14	18306000	18306200	U	U	U	U
chr14	18306800	18307000	U	U	U	U
chr14	18308000	18308200	U	U	U	U
chr14	18308200	18308400	U	U	U	U
chr14	18308400	18308600	U	U	U	U
chr14	18308600	18308800	U	U	U	U
chr14	18309400	18309600	U	U	U	U
chr14	18309600	18309800	U	U	U	U
chr14	18309800	18310000	U	U	U	U
chr14	18310600	18310800	U	U	U	U
chr14	18312200	18312400	U	U	U	U
chr14	18313800	18314000	U	U	U	U
chr14	18316800	18317000	U	U	U	U
chr14	18317000	18317200	U	U	U	U
chr14	18317200	18317400	U	U	U	U
chr14	18317800	18318000	U	U	U	U
chr14	18318400	18318600	U	U	U	U
chr14	18320600	18320800	U	U	U	U
chr14	18320800	18321000	U	U	U	U
chr14	18321000	18321200	U	U	U	U
chr14	18321200	18321400	U	U	U	U
chr14	18321400	18321600	U	U	U	U
chr14	18331600	18331800	U	U	U	U
chr14	18332400	18332600	U	U	U	U
chr14	18332600	18332800	U	U	U	U
chr14	18332800	18333000	U	U	U	U
chr14	18333000	18333200	U	U	U	U
chr14	18333200	18333400	U	U	U	U
chr14	18333600	18333800	U	U	U	U
chr14	18333800	18334000	U	U	U	U
chr14	18334000	18334200	U	U	U	U
chr14	18334200	18334400	U	U	U	U
chr14	18334400	18334600	U	U	U	U
chr14	18335400	18335600	U	U	U	U
chr14	18335600	18335800	U	U	U	U
chr14	18335800	18336000	U	U	U	U
chr14	18336000	18336200	U	U	U	U
chr14	18336200	18336400	U	U	U	U
chr14	18336400	18336600	U	U	U	U
chr14	18336600	18336800	U	U	U	U
chr14	18336800	18337000	U	U	U	U
chr14	18337800	18338000	U	U	U	U
chr14	18338000	18338200	U	U	U	U
chr14	18338200	18338400	U	U	U	U
chr14	18338400	18338600	U	U	U	U
chr14	18339000	18339200	U	U	U	U
chr14	18339200	18339400	U	U	U	U
chr14	18339800	18340000	U	U	U	U
chr14	18340000	18340200	U	U	U	U
chr14	18340400	18340600	U	U	U	U
chr14	18340600	18340800	U	U	U	U
chr14	18340800	18341000	U	U	U	U
chr14	18341400	18341600	U	U	U	U
chr14	18341600	18341800	U	U	U	U
chr14	18341800	18342000	U	U	U	U
chr14	18342600	18342800	U	U	U	U
chr14	18342800	18343000	U	U	U	U
chr14	18343200	18343400	U	U	U	U
chr14	18343400	18343600	U	U	U	U
chr14	18344200	18344400	U	U	U	U
chr14	18344800	18345000	U	U	U	U
chr14	18360000	18360200	U	U	U	U
chr14	18360200	18360400	U	U	U	U
chr14	18361200	18361400	U	U	U	U
chr14	18361400	18361600	U	U	U	U
chr14	18365000	18365200	U	U	U	U
chr14	18365600	18365800	U	U	U	U
chr14	18365800	18366000	U	U	U	U
chr14	18366200	18366400	U	U	U	U
chr14	18366400	18366600	U	U	U	U
chr14	18374200	18374400	U	U	U	U
chr14	18374400	18374600	U	U	U	U
chr14	18374600	18374800	U	U	U	U
chr14	18375400	18375600	U	U	U	U
chr14	18377400	18377600	U	U	U	U
chr14	18377600	18377800	U	U	U	U
chr14	18378200	18378400	U	U	U	U
chr14	18379000	18379200	U	U	U	U
chr14	18379200	18379400	U	U	U	U
chr14	18381200	18381400	U	U	U	U
chr14	18381400	18381600	U	U	U	U
chr14	18381600	18381800	U	U	U	U
chr14	18382200	18382400	U	U	U	U
chr14	18382400	18382600	U	U	U	U
chr14	18382600	18382800	U	U	U	U
chr14	18382800	18383000	U	U	U	U
chr14	18383800	18384000	U	U	U	U
chr14	18384000	18384200	U	U	U	U
chr14	18384200	18384400	U	U	U	U
chr14	18384400	18384600	U	U	U	U
chr14	18390400	18390600	U	U	U	U
chr14	18390600	18390800	U	U	U	U
chr14	18391400	18391600	U	U	U	U
chr14	18391600	18391800	U	U	U	U
chr14	18391800	18392000	U	U	U	U
chr14	18392400	18392600	U	U	U	U
chr14	18392600	18392800	U	U	U	U
chr14	18393200	18393400	U	U	U	U
chr14	18393400	18393600	U	U	U	U
chr14	18393600	18393800	U	U	U	U
chr14	18393800	18394000	U	U	U	U
chr14	18394000	18394200	U	U	U	U
chr14	18394200	18394400	U	U	U	U
chr14	18394400	18394600	U	U	U	U
chr14	18396600	18396800	U	U	U	U
chr14	18397000	18397200	U	U	U	U
chr14	18397200	18397400	U	U	U	U
chr14	18397400	18397600	U	U	U	U
chr14	18402000	18402200	U	U	U	U
chr14	18410800	18411000	U	U	U	U
chr14	18411200	18411400	U	U	U	U
chr14	18411400	18411600	U	U	U	U
chr14	18411600	18411800	U	U	U	U
chr14	18411800	18412000	U	U	U	U
chr14	18412000	18412200	U	U	U	U
chr14	18412200	18412400	U	U	U	U
chr14	18413200	18413400	U	U	U	U
chr14	18413800	18414000	U	U	U	U
chr14	18414000	18414200	U	U	U	U
chr14	18414200	18414400	U	U	U	U
chr14	18414400	18414600	U	U	U	U
chr14	18415600	18415800	U	U	U	U
chr14	18415800	18416000	U	U	U	U
chr14	18416000	18416200	U	U	U	U
chr14	18416400	18416600	U	U	U	U
chr14	18416600	18416800	U	U	U	U
chr14	18416800	18417000	U	U	U	U
chr14	18418600	18418800	U	U	U	U
chr14	18418800	18419000	U	U	U	U
chr14	18419000	18419200	U	U	U	U
chr14	18419200	18419400	U	U	U	U
chr14	18420200	18420400	U	U	U	U
chr14	18544200	18544400	U	U	U	U
chr14	18546600	18546800	U	U	U	U
chr14	18547400	18547600	U	U	U	U
chr14	18547600	18547800	U	U	U	U
chr14	18547800	18548000	U	U	U	U
chr14	18549600	18549800	U	U	U	U
chr14	18550400	18550600	U	U	U	U
chr14	18550600	18550800	U	U	U	U
chr14	18551400	18551600	U	U	U	U
chr14	18551600	18551800	U	U	U	U
chr14	18551800	18552000	U	U	U	U
chr14	18552000	18552200	U	U	U	U
chr14	18552200	18552400	U	U	U	U
chr14	18552400	18552600	U	U	U	U
chr14	18552600	18552800	U	U	U	U
chr14	18559600	18559800	U	U	U	U
chr14	18559800	18560000	U	U	U	U
chr14	18560000	18560200	U	U	U	U
chr14	18561800	18562000	U	U	U	U
chr14	18562600	18562800	U	U	U	U
chr14	18562800	18563000	U	U	U	U
chr14	18563000	18563200	U	U	U	U
chr14	18563800	18564000	U	U	U	U
chr14	18564200	18564400	U	U	U	U
chr14	18564400	18564600	U	U	U	U
chr14	18564600	18564800	U	U	U	U
chr14	18565400	18565600	U	U	U	U
chr14	18578000	18578200	U	U	U	U
chr14	18578200	18578400	U	U	U	U
chr14	18578400	18578600	U	U	U	U
chr14	18578600	18578800	U	U	U	U
chr14	18578800	18579000	U	U	U	U
chr14	18579000	18579200	U	U	U	U
chr14	18579200	18579400	U	U	U	U
chr14	18580400	18580600	U	U	U	U
chr14	18580800	18581000	U	U	U	U
chr14	18581000	18581200	U	U	U	U
chr14	18581200	18581400	U	U	U	U
chr14	18581400	18581600	U	U	U	U
chr14	18581600	18581800	U	U	U	U
chr14	18583200	18583400	U	U	U	U
chr14	18583800	18584000	U	U	U	U
chr14	18584000	18584200	U	U	U	U
chr14	18584200	18584400	U	U	U	U
chr14	18584400	18584600	U	U	U	U
chr14	18584600	18584800	U	U	U	U
chr14	18584800	18585000	U	U	U	U
chr14	18585000	18585200	U	U	U	U
chr14	18585800	18586000	U	U	U	U
chr14	18586000	18586200	U	U	U	U
chr14	18586200	18586400	U	U	U	U
chr14	18587000	18587200	U	U	U	U
chr14	18587400	18587600	U	U	U	U
chr14	18587600	18587800	U	U	U	U
chr14	18587800	18588000	U	U	U	U
chr14	18588600	18588800	U	U	U	U
chr14	18588800	18589000	U	U	U	U
chr14	18589000	18589200	U	U	U	U
chr14	18590600	18590800	U	U	U	U
chr14	18595400	18595600	U	U	U	U
chr14	18595600	18595800	U	U	U	U
chr14	18595800	18596000	U	U	U	U
chr14	18596000	18596200	U	U	U	U
chr14	18596200	18596400	U	U	U	U
chr14	18596400	18596600	U	U	U	U
chr14	18597000	18597200	U	U	U	U
chr14	18597200	18597400	U	U	U	U
chr14	18597400	18597600	U	U	U	U
chr14	18597600	18597800	U	U	U	U
chr14	18598800	18599000	U	U	U	U
chr14	18599000	18599200	U	U	U	U
chr14	18599200	18599400	U	U	U	U
chr14	18599400	18599600	U	U	U	U
chr14	18599600	18599800	U	U	U	U
chr14	18599800	18600000	U	U	U	U
chr14	18600000	18600200	U	U	U	U
chr14	18600200	18600400	U	U	U	U
chr14	18600600	18600800	U	U	U	U
chr14	18600800	18601000	U	U	U	U
chr14	18601000	18601200	U	U	U	U
chr14	18601200	18601400	U	U	U	U
chr14	18601400	18601600	U	U	U	U
chr14	18601600	18601800	U	U	U	U
chr14	18601800	18602000	U	U	U	U
chr14	18602000	18602200	U	U	U	U
chr14	18602200	18602400	U	U	U	U
chr14	18602400	18602600	U	U	U	U
chr14	18602600	18602800	U	U	U	U
chr14	18602800	18603000	U	U	U	U
chr14	18603000	18603200	U	U	U	U
chr14	18603200	18603400	U	U	U	U
chr14	18603400	18603600	U	U	U	U
chr14	18603600	18603800	U	U	U	U
chr14	18603800	18604000	U	U	U	U
chr14	18604000	18604200	U	U	U	U
chr14	18605200	18605400	U	U	U	U
chr14	18605400	18605600	U	U	U	U
chr14	18613600	18613800	U	U	U	U
chr14	18613800	18614000	U	U	U	U
chr14	18614000	18614200	U	U	U	U
chr14	18614200	18614400	U	U	U	U
chr14	18614400	18614600	U	U	U	U
chr14	18615600	18615800	U	U	U	U
chr14	18615800	18616000	U	U	U	U
chr14	18616000	18616200	U	U	U	U
chr14	18616200	18616400	U	U	U	U
chr14	18616400	18616600	U	U	U	U
chr14	18616800	18617000	U	U	U	U
chr14	18617000	18617200	U	U	U	U
chr14	18617200	18617400	U	U	U	U
chr14	18617400	18617600	U	U	U	U
chr14	18617600	18617800	U	U	U	U
chr14	18617800	18618000	U	U	U	U
chr14	18618000	18618200	U	U	U	U
chr14	18618200	18618400	U	U	U	U
chr14	18618400	18618600	U	U	U	U
chr14	18618600	18618800	U	U	U	U
chr14	18618800	18619000	U	U	U	U
chr14	18619000	18619200	U	U	U	U
chr14	18622200	18622400	U	U	U	U
chr14	18622400	18622600	U	U	U	U
chr14	18622600	18622800	U	U	U	U
chr14	18622800	18623000	U	U	U	U
chr14	18623000	18623200	U	U	U	U
chr14	18623200	18623400	U	U	U	U
chr14	18623400	18623600	U	U	U	U
chr14	18623600	18623800	U	U	U	U
chr14	18623800	18624000	U	U	U	U
chr14	18624000	18624200	U	U	U	U
chr14	18624200	18624400	U	U	U	U
chr14	18624400	18624600	U	U	U	U
chr14	18624800	18625000	U	U	U	U
chr14	18625000	18625200	U	U	U	U
chr14	18625200	18625400	U	U	U	U
chr14	18625400	18625600	U	U	U	U
chr14	18625600	18625800	U	U	U	U
chr14	18626200	18626400	U	U	U	U
chr14	18626400	18626600	U	U	U	U
chr14	18626600	18626800	U	U	U	U
chr14	18626800	18627000	U	U	U	U
chr14	18627000	18627200	U	U	U	U
chr14	18627200	18627400	U	U	U	U
chr14	18627600	18627800	U	U	U	U
chr14	18628400	18628600	U	U	U	U
chr14	18629000	18629200	U	U	U	U
chr14	18629200	18629400	U	U	U	U
chr14	18629400	18629600	U	U	U	U
chr14	18630800	18631000	U	U	U	U
chr14	18631000	18631200	U	U	U	U
chr14	18631200	18631400	U	U	U	U
chr14	18631400	18631600	U	U	U	U
chr14	18631600	18631800	U	U	U	U
chr14	18632200	18632400	U	U	U	U
chr14	18632400	18632600	U	U	U	U
chr14	18632600	18632800	U	U	U	U
chr14	18632800	18633000	U	U	U	U
chr14	18633000	18633200	U	U	U	U
chr14	18633200	18633400	U	U	U	U
chr14	18634000	18634200	U	U	U	U
chr14	18634200	18634400	U	U	U	U
chr14	18634400	18634600	U	U	U	U
chr14	18634600	18634800	U	U	U	U
chr14	18634800	18635000	U	U	U	U
chr14	18635000	18635200	U	U	U	U
chr14	18635200	18635400	U	U	U	U
chr14	18635400	18635600	U	U	U	U
chr14	18635600	18635800	U	U	U	U
chr14	18635800	18636000	U	U	U	U
chr14	18636000	18636200	U	U	U	U
chr14	18636200	18636400	U	U	U	U
chr14	18636400	18636600	U	U	U	U
chr14	18636600	18636800	U	U	U	U
chr14	18636800	18637000	U	U	U	U
chr14	18637000	18637200	U	U	U	U
chr14	18637200	18637400	U	U	U	U
chr14	18637400	18637600	U	U	U	U
chr14	18637600	18637800	U	U	U	U
chr14	18637800	18638000	U	U	U	U
chr14	18638000	18638200	U	U	U	U
chr14	18638200	18638400	U	U	U	U
chr14	18638400	18638600	U	U	U	U
chr14	18639000	18639200	U	U	U	U
chr14	18639200	18639400	U	U	U	U
chr14	18639400	18639600	U	U	U	U
chr14	18641000	18641200	U	U	U	U
chr14	18641200	18641400	U	U	U	U
chr14	18641400	18641600	U	U	U	U
chr14	18641600	18641800	U	U	U	U
chr14	18642200	18642400	U	U	U	U
chr14	18642400	18642600	U	U	U	U
chr14	18643800	18644000	U	U	U	U
chr14	18644000	18644200	U	U	U	U
chr14	18644200	18644400	U	U	U	U
chr14	18645000	18645200	U	U	U	U
chr14	18645200	18645400	U	U	U	U
chr14	18645400	18645600	U	U	U	U
chr14	18645600	18645800	U	U	U	U
chr14	18645800	18646000	U	U	U	U
chr14	18647800	18648000	U	U	U	U
chr14	18648000	18648200	U	U	U	U
chr14	18648200	18648400	U	U	U	U
chr14	18648400	18648600	U	U	U	U
chr14	18648600	18648800	U	U	U	U
chr14	18649000	18649200	U	U	U	U
chr14	18650200	18650400	U	U	U	U
chr14	18650600	18650800	U	U	U	U
chr14	18650800	18651000	U	U	U	U
chr14	18651000	18651200	U	U	U	U
chr14	18651200	18651400	U	U	U	U
chr14	18651400	18651600	U	U	U	U
chr14	18651600	18651800	U	U	U	U
chr14	18654000	18654200	U	U	U	U
chr14	18656200	18656400	U	U	U	U
chr14	18656400	18656600	U	U	U	U
chr14	18656600	18656800	U	U	U	U
chr14	18656800	18657000	U	U	U	U
chr14	18657000	18657200	U	U	U	U
chr14	18657200	18657400	U	U	U	U
chr14	18657400	18657600	U	U	U	U
chr14	18657600	18657800	U	U	U	U
chr14	18657800	18658000	U	U	U	U
chr14	18658000	18658200	U	U	U	U
chr14	18659800	18660000	U	U	U	U
chr14	18660400	18660600	U	U	U	U
chr14	18662000	18662200	U	U	U	U
chr14	18663000	18663200	U	U	U	U
chr14	18663200	18663400	U	U	U	U
chr14	18663400	18663600	U	U	U	U
chr14	18663600	18663800	U	U	U	U
